City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,illizi,26.4833,8.4667,302.04,6,0,3.75,DZ,1711791103
295,luis correia,-2.8792,-41.6669,299.24,89,99,2.52,BR,1711791103
296,zaozersk,69.4005,32.4476,268.83,88,98,0.66,RU,1711791103
297,bonnyville,54.2668,-110.735,262.04,96,15,0.54,CA,1711791103
298,rio grande,-32.035,-52.0986,292.97,86,0,3.47,BR,1711790823
299,steinbach,50.1667,8.5667,286.28,82,0,3.09,DE,1711791103
300,cascais,38.6979,-9.4215,284.68,90,75,9.39,PT,1711790823
301,ciudad sabinas hidalgo,26.5,-100.1667,290.83,88,7,1.49,MX,1711791104
302,vorkuta,67.5,64.0,260.08,92,100,5.94,RU,1711791104
303,kalaleh,37.3807,55.4916,297.93,44,0,0.0,IR,1711791104
304,nagqu,31.5,92.0,281.57,9,100,7.76,CN,1711791104
305,kedrovyy,56.1667,91.8167,280.39,77,86,3.96,RU,1711791104
306,nanga eboko,4.6833,12.3667,299.34,75,94,0.75,CM,1711791104
307,kiruna,67.8557,20.2251,267.66,86,100,3.6,SE,1711791105
308,tegueste,28.5167,-16.3167,291.28,71,40,7.2,ES,1711791105
309,qamdo,31.1667,97.2333,280.78,23,44,6.73,CN,1711791105
310,bayganin,48.6947,55.8742,278.41,42,13,1.16,KZ,1711791105
311,dzilam gonzalez,21.2833,-88.9333,290.15,80,0,2.09,MX,1711791105
312,labrador city,52.9463,-66.9114,271.1,96,100,6.69,CA,1711791012
313,rongelap,11.1635,166.8941,300.23,76,79,8.79,MH,1711791105
314,magadan,59.5667,150.8,270.35,81,100,1.79,RU,1711790882
315,veraval,20.9,70.3667,302.34,55,0,8.44,IN,1711791106
316,pasni,25.2631,63.471,300.21,52,2,6.64,PK,1711791106
317,karyes,37.3,22.5,290.96,29,0,2.06,GR,1711791106
318,kavaratti,10.5669,72.642,301.52,75,23,1.29,IN,1711791106
319,waupaca,44.358,-89.086,275.67,81,100,1.54,US,1711791106
320,vega de alatorre,20.0333,-96.6333,293.82,83,9,2.09,MX,1711791106
321,cabo san lucas,22.8909,-109.9124,292.46,76,14,2.68,MX,1711790870
322,corinto,37.9407,22.9573,296.33,36,0,1.17,GR,1711790645
323,sinabang,2.4803,96.3801,302.32,70,100,1.42,ID,1711791107
324,maine soroa,13.2114,12.0241,312.11,8,54,6.82,NE,1711791107
325,huntsville,34.7304,-86.5861,287.19,61,0,2.06,US,1711790885
326,bechar,31.6167,-2.2167,290.33,34,3,1.03,DZ,1711791107
327,ambodifotatra,-16.9833,49.85,301.18,83,75,5.14,MG,1711791107
328,nova vicosa,-17.8919,-39.3719,298.93,89,87,1.49,BR,1711791107
329,at-bashi,41.1702,75.8106,277.61,87,100,3.01,KG,1711791107
330,port hedland,-20.3167,118.5667,305.18,62,0,6.17,AU,1711791107
331,port-gentil,-0.7193,8.7815,301.81,77,100,4.12,GA,1711791108
332,atuncolla,-15.6833,-70.15,278.22,86,71,0.44,PE,1711791108
333,galle,6.0367,80.217,303.03,66,79,4.23,LK,1711791108
334,mena,51.5217,32.2157,288.15,52,100,6.25,UA,1711791108
335,aroma,15.8167,36.1333,309.52,19,29,4.73,SD,1711791108
336,araguaina,-7.1911,-48.2072,295.89,98,100,1.83,BR,1711791108
337,pandan,14.0453,124.1694,298.86,76,22,3.91,PH,1711791108
338,rawson,-43.3002,-65.1023,284.56,36,16,10.04,AR,1711791109
339,birao,10.2849,22.7882,313.16,5,34,5.53,CF,1711791109
340,east wenatchee,47.4157,-120.2931,279.56,79,0,4.63,US,1711791109
341,marat,25.0701,45.4615,298.41,20,87,8.91,SA,1711791109
342,caleta de carquin,-11.0925,-77.6267,294.94,91,86,2.69,PE,1711791109
343,afsin,38.2477,36.914,290.87,33,3,2.15,TR,1711791109
344,sona,45.4388,10.8255,290.29,66,75,6.17,IT,1711791109
345,waingapu,-9.6567,120.2641,301.01,80,56,2.4,ID,1711791110
346,kone,-21.0595,164.8658,295.54,75,28,1.95,NC,1711791110
347,oltinko'l,40.8011,72.1634,288.26,40,100,2.72,UZ,1711791110
348,tsiombe,-25.3,45.4833,302.84,58,8,5.61,MG,1711791110
349,susuman,62.7833,148.1667,268.14,86,100,4.02,RU,1711791110
350,talnakh,69.4865,88.3972,266.04,90,100,6.82,RU,1711791110
351,nuku'alofa,-21.1333,-175.2,297.34,100,75,1.03,TO,1711791110
352,guerrero negro,27.9769,-114.0611,287.81,76,94,2.35,MX,1711790948
353,las khorey,11.1595,48.1967,303.34,61,66,4.46,SO,1711791111
354,trinidad,-14.8333,-64.9,295.85,97,100,1.15,BO,1711791049
355,taroa,8.7058,171.2275,300.74,84,100,8.7,MH,1711791111
356,mednogorsk,51.4128,57.595,273.12,83,55,3.42,RU,1711791111
357,ulanhot,46.0833,122.0833,273.43,34,55,8.71,CN,1711791043
358,nirmali,26.3167,86.5833,309.77,24,7,2.41,IN,1711791111
359,tongliao,43.6125,122.2653,276.31,23,3,5.76,CN,1711791111
360,salinopolis,-0.6136,-47.3561,298.18,91,100,1.92,BR,1711791111
361,ta`u,-14.2336,-169.5144,302.33,74,73,2.92,AS,1711791112
362,forshaga,59.5254,13.4813,280.44,87,40,3.09,SE,1711791112
363,stanley,54.868,-1.6985,281.35,79,20,1.03,GB,1711791112
364,mariehamn,60.0973,19.9348,281.07,87,0,3.6,AX,1711791112
365,kalmunai,7.4167,81.8167,303.26,67,92,4.73,LK,1711791112
366,kenai,60.5544,-151.2583,274.2,84,100,1.54,US,1711791112
367,broken hill,-31.95,141.4333,300.7,49,56,4.23,AU,1711790920
368,shilovo,54.3204,40.874,280.57,92,100,3.5,RU,1711791112
369,sretensk,52.2453,117.7093,267.97,56,100,3.39,RU,1711791113
370,codrington,-38.2667,141.9667,287.99,86,0,5.11,AU,1711791113
371,brisas de zicatela,15.8369,-97.0419,298.61,71,5,2.14,MX,1711791113
372,kuching,1.55,110.3333,303.76,85,20,3.58,MY,1711790934
373,ruwa,-17.8972,31.2371,300.19,27,40,3.1,ZW,1711791113
374,shenjiamen,29.9576,122.298,286.87,91,69,2.16,CN,1711791113
375,moree,-29.4667,149.85,299.85,39,30,2.03,AU,1711791114
376,pangoa,-12.1167,-73.0,291.98,95,100,1.59,PE,1711791114
377,mount gambier,-37.8333,140.7667,287.9,84,0,3.27,AU,1711791114
378,neryungri,56.6709,124.6491,258.4,92,100,7.58,RU,1711791114
379,as sulayyil,20.4607,45.5779,303.29,21,72,7.92,SA,1711791114
380,vanino,49.0869,140.2543,274.78,72,100,3.69,RU,1711791114
381,axim,4.8699,-2.2405,303.66,73,91,5.43,GH,1711791114
382,istgah-e rah ahan-e garmsar,35.2346,52.3094,292.92,11,5,2.38,IR,1711791114
383,nizhnesortymskiy,62.4397,71.7603,270.06,94,100,8.47,RU,1711791115
384,kibre mengist,5.8833,38.9833,297.97,52,82,2.77,ET,1711791115
385,ataq,14.5377,46.8319,301.33,34,37,9.06,YE,1711791115
386,sao joao da barra,-21.6403,-41.0511,298.2,93,100,2.84,BR,1711791115
387,tual,-5.6667,132.75,303.72,73,87,1.95,ID,1711791115
388,rumbek,6.802,29.6912,315.12,19,89,0.98,SS,1711791115
389,arraial do cabo,-22.9661,-42.0278,297.13,94,75,4.12,BR,1711791115
390,annau,37.8876,58.516,292.87,22,0,5.14,TM,1711791116
391,sompeta,18.9333,84.6,305.63,54,8,9.5,IN,1711791116
392,alice springs,-23.7,133.8833,301.6,53,40,10.8,AU,1711791113
393,suva,-18.1416,178.4415,296.86,94,75,2.06,FJ,1711791116
394,xichang,27.8964,102.2634,296.33,42,66,1.86,CN,1711791116
395,kapa'a,22.0752,-159.319,296.33,84,40,6.17,US,1711791116
396,essaouira,31.5125,-9.77,291.87,77,75,11.32,MA,1711791117
397,chinchilla,-26.75,150.6333,296.49,77,91,3.53,AU,1711791117
398,morro bay,35.3658,-120.8499,285.4,96,43,1.34,US,1711791018
399,sorong,-0.8833,131.25,301.43,80,12,5.59,ID,1711790813
400,bandon,51.7469,-8.7425,282.92,82,53,7.27,IE,1711791117
401,tromso,69.6496,18.957,274.16,47,40,2.06,NO,1711791117
402,banda aceh,5.5577,95.3222,302.06,72,76,0.91,ID,1711791117
403,ma'an,26.9775,110.7211,299.49,68,97,0.66,CN,1711791118
404,papar,5.7333,115.9333,305.15,79,90,1.21,MY,1711791118
405,trevelin,-43.0858,-71.4639,278.86,90,10,3.4,AR,1711791118
406,hastings,50.8552,0.5729,284.89,80,100,3.82,GB,1711791118
407,namdrik,5.5994,168.1028,301.46,82,99,8.89,MH,1711791119
408,ishigaki,24.3448,124.1572,297.22,88,75,3.6,JP,1711791119
409,alexandria,31.2156,29.9553,295.1,57,0,4.55,EG,1711791025
410,kismayo,-0.3582,42.5454,304.8,59,33,5.86,SO,1711791119
411,orkney,-26.9802,26.6727,300.91,29,0,2.58,ZA,1711791119
412,odessa,46.4775,30.7326,285.13,60,72,6.12,UA,1711791090
413,suwayr,30.1171,40.3893,290.67,70,100,10.93,SA,1711791119
414,marsh harbour,26.5412,-77.0636,293.08,57,0,5.83,BS,1711791119
415,dubbo,-32.25,148.6167,294.22,56,0,0.51,AU,1711791049
416,mar del plata,-38.0023,-57.5575,292.16,89,100,5.81,AR,1711791104
417,arno,60.1167,18.6333,275.81,68,26,2.32,SE,1711791120
418,la ronge,55.1001,-105.2842,266.29,93,100,1.54,CA,1711791120
419,basotu,-4.3667,35.0833,294.39,82,96,1.54,TZ,1711791120
420,saudarkrokur,65.7461,-19.6394,270.55,80,46,10.16,IS,1711791120
421,samana,19.2056,-69.3369,295.67,89,42,1.89,DO,1711791120
422,dunda,-8.1167,34.25,297.37,80,97,1.5,TZ,1711791120
423,humaita,-7.5061,-63.0208,295.88,99,99,1.15,BR,1711791121
424,mandera,3.9366,41.867,309.11,31,79,4.06,KE,1711791121
425,bianzhuang,34.8486,118.0447,290.49,36,43,4.42,CN,1711791121
426,nar'yan-mar,67.6713,53.087,257.65,91,6,3.58,RU,1711791121
427,cestos city,5.46,-9.5828,302.25,77,100,1.91,LR,1711791121
428,pudasjarvi,65.3833,26.9167,272.01,96,100,4.9,FI,1711791121
429,brokopondo,4.75,-55.1667,297.94,88,100,1.89,SR,1711791121
430,concepcion,-36.827,-73.0498,283.04,87,0,4.12,CL,1711791122
431,iquique,-20.2208,-70.1431,292.17,79,44,1.78,CL,1711791088
432,dunedin,-45.8742,170.5036,284.71,94,98,0.45,NZ,1711790952
433,pagar alam,-4.0167,103.2667,297.71,96,100,0.84,ID,1711791122
434,jagodina,43.9814,21.2622,296.51,42,0,5.99,RS,1711791122
435,saint-pierre,-21.3393,55.4781,301.97,70,75,2.06,RE,1711790869
436,sulak,43.2734,47.5146,284.33,74,100,3.3,RU,1711791122
437,pyhajarvi,67.0701,27.2176,269.26,92,100,4.8,FI,1711791122
438,mugia,43.1041,-9.2179,280.88,87,100,6.81,ES,1711791123
439,dryden,49.7833,-92.7503,271.31,93,100,2.06,CA,1711791123
440,galveston,29.3669,-94.9669,292.58,86,40,3.6,US,1711791123
441,arkalyk,50.2486,66.9114,269.99,86,100,6.03,KZ,1711791123
442,wormhout,50.8833,2.4667,283.16,66,100,0.89,FR,1711791123
443,itamarandiba,-17.8572,-42.8589,291.13,98,73,0.58,BR,1711790840
444,tvoroyri,61.5556,-6.8111,280.47,83,70,2.68,FO,1711791124
445,marka,1.7159,44.7717,304.89,58,24,7.31,SO,1711791124
446,general roca,-39.0333,-67.5833,285.16,22,29,2.63,AR,1711791124
447,tuscaloosa,33.2098,-87.5692,286.03,72,0,1.54,US,1711790825
448,ribeira brava,32.65,-17.0667,293.5,80,62,9.48,PT,1711791124
449,pacific grove,36.6177,-121.9166,283.59,89,100,2.24,US,1711790865
450,tidjikja,18.5564,-11.4271,300.07,18,14,6.34,MR,1711791124
451,saint-leu,-21.15,55.2833,301.63,71,100,1.28,RE,1711791124
452,gizo,-8.103,156.8419,301.94,77,94,1.66,SB,1711791124
453,robertsport,6.7533,-11.3686,300.57,74,100,2.14,LR,1711791125
454,tyazhinskiy,56.116,88.524,279.0,83,86,6.6,RU,1711791125
455,tabou,4.423,-7.3528,302.27,75,100,1.91,CI,1711791125
456,kuytun,54.3419,101.5036,274.1,92,100,1.68,RU,1711791125
457,coahuayana de hidalgo,18.7,-103.6583,292.95,52,0,1.24,MX,1711791125
458,manay,7.215,126.5397,299.81,86,19,3.26,PH,1711791125
459,salmon arm,50.6998,-119.3024,274.77,86,15,0.51,CA,1711791007
460,phan rang-thap cham,11.5667,108.9833,303.16,67,79,4.05,VN,1711791126
461,xining,36.6167,101.7667,290.19,14,3,2.34,CN,1711791126
462,leava,-14.3,-178.1667,302.45,74,95,2.7,WF,1711791126
463,nova xavantina,-14.6667,-52.35,295.66,96,94,0.85,BR,1711791126
464,tolentino,43.2126,13.2901,295.92,45,79,2.36,IT,1711791126
465,termoli,41.9888,14.9895,298.58,52,43,7.36,IT,1711791126
466,kyzyl-mazhalyk,51.1333,90.6,273.1,98,100,0.89,RU,1711791126
467,hilo,19.7297,-155.09,294.97,94,75,2.06,US,1711791126
468,kondopoga,62.2057,34.2614,273.97,100,100,1.22,RU,1711791127
469,tyukhtet,56.5389,89.3011,279.95,85,73,4.81,RU,1711791127
470,rudsar,37.1376,50.288,289.14,51,46,2.6,IR,1711791127
471,aur,8.1499,171.1687,300.84,84,94,9.14,MH,1711791127
472,hovd,48.0056,91.6419,285.24,29,95,2.49,MN,1711791127
473,praia da vitoria,38.7333,-27.0667,288.01,94,40,11.36,PT,1711791127
474,susz,53.7174,19.3365,290.21,62,53,0.45,PL,1711791127
475,odienne,9.51,-7.5692,307.91,40,98,0.95,CI,1711791127
476,puerto san jose,13.9256,-90.8244,298.66,70,2,3.06,GT,1711791128
477,mitsamiouli,-11.3847,43.2844,302.16,74,76,3.61,KM,1711791128
478,sittwe,20.15,92.9,301.64,68,17,6.13,MM,1711791128
479,micheweni,-4.9667,39.8333,304.52,61,67,3.43,TZ,1711791128
480,sant antoni de portmany,38.9807,1.3036,290.14,66,20,10.29,ES,1711791128
481,petersburg,37.2279,-77.4019,281.27,93,0,1.54,US,1711790866
482,mahibadhoo,3.7833,72.9667,301.51,77,96,3.21,MV,1711791129
483,basco,20.4487,121.9702,300.3,88,100,6.4,PH,1711791129
484,pizarro,4.9533,-77.366,297.69,93,91,2.36,CO,1711791129
485,ola,59.5833,151.2833,269.37,84,100,1.91,RU,1711791129
486,la mira,18.035,-102.3266,293.75,48,0,1.67,MX,1711791129
487,bahia honda,22.9036,-83.1592,292.63,73,0,3.56,CU,1711791130
488,miyaly,48.8844,53.7836,282.87,31,9,3.0,KZ,1711791130
489,namtsy,62.7161,129.6658,252.91,96,72,2.24,RU,1711791130
490,san jose,37.3394,-121.895,283.14,90,75,2.57,US,1711790975
491,noosa heads,-26.3833,153.15,297.1,77,8,6.84,AU,1711791130
492,horta,38.5333,-28.6333,289.27,81,75,12.07,PT,1711791130
493,smeeni,44.9833,26.85,295.99,42,100,3.35,RO,1711791130
494,gadzhiyevo,69.2551,33.3362,268.66,87,99,1.43,RU,1711791131
495,johi,26.6921,67.6133,309.31,11,0,1.76,PK,1711791131
496,tadine,-21.55,167.8833,296.0,68,3,4.88,NC,1711791131
497,markova,48.6758,24.4138,292.4,43,100,4.78,UA,1711791131
498,city of balikpapan,-1.242,116.8942,303.12,74,20,2.06,ID,1711791131
499,acarau,-2.8856,-40.12,299.68,88,100,2.15,BR,1711791131
500,maracacume,-2.0428,-45.9592,296.52,98,100,1.41,BR,1711791131
501,el kala,36.8956,8.4433,292.38,68,1,2.1,DZ,1711791132
502,andzhiyevskiy,44.23,43.08,292.19,32,20,15.0,RU,1711791132
503,sohna,28.25,77.0667,307.28,10,21,7.22,IN,1711791132
504,jamaame,0.0697,42.745,308.08,44,36,6.71,SO,1711791132
505,pontes e lacerda,-15.2261,-59.3353,294.8,97,97,0.83,BR,1711790901
506,susanville,40.4163,-120.653,275.82,97,100,0.0,US,1711791120
507,ocean shores,46.9737,-124.1563,280.94,93,0,1.54,US,1711791132
508,yuncheng,35.0231,110.9928,297.25,27,37,2.36,CN,1711791133
509,alliance,40.9153,-81.1059,275.27,67,44,1.37,US,1711791133
510,tralee,52.2704,-9.7026,282.29,76,75,6.17,IE,1711791133
511,carbonear,47.7332,-53.2148,284.39,98,100,5.15,CA,1711791133
512,korla,41.7597,86.1469,296.08,15,26,0.33,CN,1711791133
513,mahina,-17.5065,-149.489,300.02,78,0,1.03,PF,1711791133
514,awjilah,29.1081,21.2869,299.43,17,0,3.08,LY,1711791133
515,kalifornsky,60.4183,-151.29,274.34,83,100,1.54,US,1711791134
516,ouadda,8.0777,22.4007,313.92,7,39,1.86,CF,1711791134
517,kufa,32.0347,44.4033,299.78,23,100,2.53,IQ,1711791134
518,quang ngai,15.1167,108.8,301.92,74,97,3.87,VN,1711791134
519,luganville,-15.5333,167.1667,298.35,87,71,2.0,VU,1711791134
520,jumla,29.2747,82.1838,285.1,74,85,1.32,NP,1711791134
521,lorengau,-2.0226,147.2712,300.25,83,100,3.84,PG,1711791134
522,mersing,2.4312,103.8405,305.1,70,40,3.6,MY,1711791135
523,gannan,47.9147,123.5031,271.3,43,79,8.4,CN,1711791135
524,kiama,-34.6833,150.8667,294.82,88,71,3.58,AU,1711790983
525,villa regina,-39.1,-67.0667,285.92,20,27,0.89,AR,1711790910
526,puerto santa,-8.9906,-78.6456,294.37,91,99,2.93,PE,1711791135
527,alesund,62.4723,6.1549,283.66,57,75,3.09,NO,1711791100
528,clovis,36.8252,-119.7029,284.09,92,100,6.17,US,1711790928
529,torghay,49.6339,63.4981,274.91,68,59,5.22,KZ,1711791136
530,santa maria do suacui,-18.1903,-42.4142,294.43,96,90,0.27,BR,1711791136
531,conduaga,8.862,117.4893,302.32,69,74,1.3,PH,1711791136
532,mirny,62.5353,113.9611,261.52,89,98,1.54,RU,1711791136
533,kourou,5.1552,-52.6478,296.18,92,99,2.06,GF,1711791007
534,castillos,-34.1667,-53.8333,290.78,91,6,2.48,UY,1711791136
535,dickinson,29.4608,-95.0513,292.62,88,0,3.6,US,1711791137
536,kununurra,-15.7667,128.7333,308.14,52,70,2.57,AU,1711791137
537,argo,37.6333,22.7333,295.48,40,0,2.26,GR,1711791137
538,douentza,14.9951,-2.9517,310.85,12,100,4.7,ML,1711791137
539,port blair,11.6667,92.75,305.17,62,22,3.6,IN,1711791002
540,plastun,44.7561,136.2939,275.24,56,100,3.93,RU,1711791137
541,bludenz,47.1497,9.8167,292.11,100,71,4.24,AT,1711791137
542,north bay,46.3168,-79.4663,270.9,74,100,2.06,CA,1711790860
543,vinita,36.6387,-95.1541,290.4,75,0,5.77,US,1711790959
544,sungailiat,-1.85,106.1333,302.72,71,97,2.78,ID,1711791138
545,labytnangi,66.6572,66.4183,264.36,88,96,2.41,RU,1711791138
546,port augusta,-32.5,137.7667,297.3,53,100,7.03,AU,1711791138
547,sandnessjoen,66.0217,12.6316,273.44,92,100,5.07,NO,1711791138
548,laojunmiao,39.8333,97.7333,290.3,14,69,6.79,CN,1711791138
549,buka,40.8108,69.1986,287.18,39,100,3.26,UZ,1711791139
550,puerto aysen,-45.4,-72.7,278.01,100,100,1.88,CL,1711790896
551,kyzyl-suu,42.3414,78.0056,279.55,87,100,2.78,KG,1711791139
552,baijiantan,45.6333,85.1833,291.8,38,37,5.1,CN,1711791139
553,shache,38.4167,77.2406,296.34,13,99,3.56,CN,1711791139
554,vigan,17.5747,120.3869,301.83,75,98,2.58,PH,1711791139
555,birjand,32.8663,59.2211,291.41,11,0,2.06,IR,1711791140
556,papao,-17.75,-149.55,299.97,85,99,9.49,PF,1711791140
557,barra,-11.0894,-43.1417,298.03,70,16,2.23,BR,1711791140
558,hami,42.8,93.45,297.94,12,91,0.45,CN,1711791140
559,yokadouma,3.5167,15.05,307.77,40,42,1.54,CM,1711791140
560,kokopo,-4.352,152.2633,299.66,87,75,2.82,PG,1711791140
561,nova sintra,14.8667,-24.7167,292.53,69,99,6.86,CV,1711791141
562,qiziltepa,40.0331,64.85,286.9,20,0,3.08,UZ,1711791141
563,puerto madryn,-42.7692,-65.0385,285.01,38,4,9.63,AR,1711791141
564,juan griego,11.0817,-63.9655,296.41,79,100,1.55,VE,1711791141
565,tshabong,-26.05,22.45,304.64,22,35,6.98,BW,1711791141
566,hassi messaoud,31.6804,6.0729,299.07,11,0,6.69,DZ,1711791141
567,czestochowa,50.7965,19.1241,294.86,44,3,6.33,PL,1711791079
568,hinte,53.4167,7.1833,286.52,79,100,4.11,DE,1711791142
569,dieppe bay town,17.413,-62.8153,298.25,69,22,2.57,KN,1711791142
570,mola di bari,41.0609,17.0873,293.28,57,1,10.77,IT,1711791142
571,alta,69.9689,23.2717,270.74,73,100,3.09,NO,1711791142
572,mulayjah,27.271,48.4242,302.58,19,55,2.27,SA,1711791142
573,muncar,-8.4333,114.3333,300.88,80,36,3.32,ID,1711791143
574,hargeysa,9.56,44.065,301.37,38,50,5.46,SO,1711791143
575,klaksvik,62.2266,-6.589,280.66,90,85,3.55,FO,1711791143
576,malango,-2.9627,119.9001,295.52,97,86,0.77,ID,1711791143
577,erzincan,39.75,39.5,289.76,39,0,1.03,TR,1711791143
578,suoyarvi,62.0833,32.35,273.27,100,100,1.22,RU,1711791143
579,tsengel,49.4783,100.8894,283.59,31,100,5.44,MN,1711791143
580,petropavl,54.8753,69.1628,271.14,64,0,5.0,KZ,1711791144
581,pamandzi,-12.7967,45.2794,305.03,66,0,2.57,YT,1711791144
582,walvis bay,-22.9575,14.5053,291.68,68,0,1.54,NA,1711791144
583,tazacorte,28.629,-17.9293,293.69,86,40,7.72,ES,1711791144
584,flying fish cove,-10.4217,105.6791,300.97,78,75,4.63,CX,1711790955
585,santiago de la pena,20.95,-97.4,295.25,85,76,2.39,MX,1711791092
586,yeppoon,-23.1333,150.7333,299.03,76,4,6.42,AU,1711791144
587,portage la prairie,49.9728,-98.2926,271.42,71,100,3.92,CA,1711791143
588,elizabeth city,36.2946,-76.2511,283.16,84,0,0.0,US,1711791097
589,thoothukudi,8.8054,78.1453,310.31,41,20,4.12,IN,1711791145
590,al jawf,29.5,38.75,292.62,47,99,11.27,SA,1711791145
591,kruisfontein,-34.0033,24.7314,298.64,42,80,5.91,ZA,1711791145
592,kodinsk,58.6881,99.1844,271.73,94,100,4.15,RU,1711791145
593,luanda,-8.8368,13.2343,301.15,89,75,3.09,AO,1711790947
